qrID,quoteText,responseText,topic,quote_stance,response_stance,text_disagree_agree,stance_disagree_agree
1382@3,"the truth is , his nation is even worse than those he condemns why he tries to hide the truth is beyond belief ! ! the only unarmed people in eurasia are the law abiding ones and he thinks this is a good thing \? pure evil ! !",well that explains the twisted thought pattern on our constitution is broken,gun control,0,0,0,1
1383@0,"what did change \? what exactly happened , that 's the direct fault of the nra , that allowed this to happen \?","well by that logic , why was n't the brady campaign , police , or law there to save them \?",gun control,0,0,0,1
1383@1,if the coelacanth 's habitat was no condusive to change then the same would apply,deep ocean is probably the least changed environment on earth that 's were modern coelacanths live,evolution,1,1,0,1
1383@3,creation has been around a lot longer than your post implied it was recorded in genisis and passed down for many generations,"yes , the mythology has been around for a long time most cultures had their own you have adopted the mythology of ancient hebrews you probably even somehow reconcile both stories of creation in your mind but the technology and the techniques to use that technology did n't develop until about 400 years ago every since then we have used the idea that we can learn about our world by careful observation and experimentation about 150 years ago , darwin and wallace recognized a mechanism for why living things change about the same time , mendel recognized how those changes were passed on to off spring that the biblical mythology of creation was false was actually demonstrated by men who believed in creation they tried to reconcile their bible with what was obviously true from the observations they made but creationism has only been around since the early 20th century it grew out of the anti science movement of fundamentalism it actually became popular in the 1960 's",evolution,0,1,0,0
1384@0,your knowledge of the bible does not impress me at all i find it hard to believe you ever read it,"well done , i have n't read it fully it does n't interest me my knowledge of it is near nonexistant i therefore avoid commenting upon it where possible",evolution,0,1,0,0
1384@1,"if you think evolution cannot explain any change then why pick the avian lung in particular \? maybe try and show how genesis can integrate almost or more observations in a meaningful way than evolution , then genesis competes , otherwise it does not","because if evolution cannot explain all changes it is false , unless you propose some creatures evolved and some were specially created is that what you mean \? genesis says that all creatures were specially created it fits with the observational evidence but there is no smoking gun that proves it statis is the norm not the exception one is right the other wrong it cannot be both ways do you have an answer to how a lizard can morph into a bird considering the amazing difference in the lungs \?",evolution,1,0,0,0
1384@2,"if you draw a gun on someone holding a gun and do n't shoot straight away then you 're likely to get shot yourself without a gun you 're not a threat if you have a gun but get taken by surprise , or a burglar goes for your gun first when he breaks in you 've just given him a better weapon lastly and most importantly the prevalence of guns in general makes criminals far more likely to go armed , which raises the chance of you getting shot","actually , might i say that you assume that the criminal had a firearm , correct \? this may seem foolish of me , but i 'll go along with you now , you can assume that a criminal doens't have the right mindset there 's always a first crime , but is n't it illegal for an ex con , a drug addict alcholic , or someone who has a few screws loose up there to own a firearm \? so we could assume in your situation that the law was n't enforced so let 's pretend like the law actually is enforced , shall we \? what makes you think the criminal has a firearm \? if he has a firearm , how do you know that it 's because the law was n't enforced \? the solution is to put a bit of muscle into enforcing the laws we have now you would n't be this guy , would you \? oh , no , my house is on fire ! i better throw some gasoline onto it ! oh , no , that made it worse ! there 's some trees there that could burn the entire neighborhood down if they catch , so i better throw some more gas onto it ! why is n't it working \? you , over there ! yeah , you ! tell everyone that my house is fine !",gun control,1,0,0,0
1384@4,"micheal moore tends to manipulate people , just in a different way than the president or the media does not with fear , with knowledge and anger",well said i agree 100,gun control,1,1,1,1
1384@5,including i suppose the underling of the same words in both places \?,so where is the evolution \?,evolution,1,0,0,0
1384@6,"well i have to say that i beleive if we banned all air guns that violence , murder , carjackings , rapes , and all violent crime would drop","i think that the bad guys will be happy if any gun control law goes into effect , because then there will be less chance of the victum having a weapon for their defense , and the crime rate will rise ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",gun control,0,0,0,1
1385@2,"my point was n't to show that the unborn is a person but to show that the real question is n't who gets to determine the future of a woman 's pregnancy , the woman herself or some nameless faceless bureaucrat \? but whether or not the unborn is a person","i think there are two separate questions here \( 1 \) when does personhood begin \? \( 2 \) who gets to make such arbitrary , moral decisions on behalf of a pregnant woman \? both are legitimate issues of contention you ca n't just dismiss the one you do n't want to argue as unimportant there are lots of excellent arguments going every which way , and many of them are objectively unresolvable , such as the one pertaining to the onset of personhood they are truly matters of opinion so , since there is obviously little agreement between people about when an egg and sperm become a person with full human rights , the practical question really is whose opinion matters most \? the woman 's , or the faceless bureaucrat 's \?",abortion,0,1,0,0
1385@3,"speaking of dellusion , i'm surprised some yec did n't already post this in favor of their arguments","lets have a look at it a little pause button action , a little jotting down and we have it in writing ! atheist scientists \( or algore \) provided me with this technology , not sure which \( one of those smileys mr poe enlightened me on \)",evolution,1,0,0,0
1385@4,"i'm not going to get into a religious debate , but i can appreciate someone taking a religious stance against it why do i think it is wrong \? i think its wrong in the sense that it is treated as equal to heterosexualty its not , it cannot be , and that is no ones fault but natures nature does n't allow homosexual sex to create life , to reproduce , and though humans use sex as entertainment , it obviously was meant for a greater purpose biology shows us we need both male and female to create life , that male and male does n't create life , that indivdual gratification does n't create life if you want to attach relgious or philosophical significance to sex you may at this juncture that is why i think it is wrong humanity would n't be around if homosexuality were the standard , homosexuals would n't exist without heterosexuals you may be looking for a more fundamental morality to my basis i choose to validate my beliefs on science and years of living proof of heterosexualitie 's superiority , and when i mean hetero superiority i mean strict hetero adhearance , no socially unacceptable behavior being thrown in like cheating or rape","no , i was n't looking for religious morality , i was looking for general morality , so your argument was the kind i wanted to debate anyway , what is with people thinking that an activity that creates children is neccesarily a good thing \? there are already a lot of people in the world , and too many more will end up using up all the food , and then there will no people , because we will all die an agonizing death of starvation heterosexuality is good , without any reproduction we would die out as well , but homosexuality is also very good and important because without enough non reproductive couples , the population would increase even more",gay marriage,0,1,0,0
1385@6,"but this is n't really what i was talking about creationists always refer to random chemical reactions as if there was anything random about chemical reactions if two molecules react , the product is not random , but very determined by thermodynamics","i see now , sorry yes you are right chemical reactions are not random simple reactions will be easy to determine precisely more complex reactions will be more chaotic , but they still will not be random",evolution,1,1,1,1
1386@0,same response as the last question straw man ! self defence includes threatening behaviour as you would have learnt if you had the patience to wait for my response rather than run to the 'new thread' button,so you 're saying that you 'd rather have a law abiding citizen victimized than a criminal threatened \?,gun control,1,0,0,0
1386@2,"professor heribert nilsson , an evolutionist ,","funny , i thought heribert nilsson was a botanist do n't let little details like that get in your way though",evolution,0,1,0,0
1386@5,"the only reason someone would n't breed would be because they 've either chosen not to , or because they have n't had the fortune of meeting the right person but genetics has nothing to do with it there are just as many females in the population as males therefore , everyone has an equal chance no matter how inferior one might be","that is generally true however , have you heard of a disease called aids \? some people are resistant to that disease guess what \? they are reproducing more than those who are n't resistant",evolution,0,1,0,0
1386@6,"no montalban , fallacy or falsity will not persuade me to think a true claim is false your faith cannot differentiate truth from falsity , so we cannot use your faith based evidence , since it always results in circular reasoning , and ultimately , contradiction if you wish to support your refutation with logical or justified evidence , please do you have not i make no such claims about the unknowable i have claimed , that your claim , is illogical defined unknowable not knowable www cogsci princeton edu cgi bin webwn based on law of contradiction a proposition cannot be both true and false is it knowable \? no , by definition , it 's unknowable false is it knowable \? you claim you know it true knowable not knowable the claim i know something of the unknowable is a logical contradiction your claim remains contradictory , despite your anger and frustration and assumptions about me mach",do n't you get tired of passing of just so statement as argument \?,evolution,1,0,0,0
1387@2,does anyone believe that private gun ownership keeps us \( in the u s \) free \? please read the remainder of this post please ! ! ! !,"kelvin 's already proposed that the armed population of america has given serious protection to the us , specifically he mentioned japan deciding not to invade this is of course a nonsense iraq is a heavily armed nation guns were given out to the general population before the usa invaded ahem i mean 'liberated' did it stop the us \? secondly , the specific example given that of japan , is a nonsense these same people who flung themselves in flying bombs , who refuesed to leave foxholes when starving and would resort to cannibalism rather than surrender , he believes were worried about a few grannies carrying sawn off shot guns",gun control,1,1,0,1
1387@6,"1 yes other branches of science have been bent to accommodate darwinian evoluton that 's the only reason they would be flawed if the evolutionist bible , the 'origin of species' is n't involved , then i trust science as ww said","so you solely have a problem with the theory of evolution , but anything in science that does n't involve this theory seems sound to you correct \? 2 questions if you trust the scientific method in the rest of science , and you feel the processes are sound , how do you account for the overwhelming acceptance of evolution \? i mean , are the scientists whose field may involve evolution unique in their lack of integrity and are singularly foolish in endorsing evolution by natural selection \? if the evolutionists are shills \( for whom i am not clear \) , why is it the other scientists are trustworthy do the evolutionary sciences select for a certain type of person does your religious belief have any influence on your lack of acceptance of evolution",evolution,0,1,0,0
1388@1,"actually , the heating and the expanding would have had to happen at the same time",because expansion occurs after heat is added how can a expansion occur with a prior cause \? you 're saying the reaction and cause happen at the same time show me an example that does that,evolution,0,1,0,0
1388@2,"ok , here 's a thread where i discuss that the right to an abortion is not in the constitution as you will read , this claim went unrefuted since the right to an abortion is not in the constitution , it may be regulated by the states however the states wish , just like speed limits and jaywalking thus , the states may do whatever they wish regarding abortion they may ban abortion because they claim it harms women 's health , or they may ban abortion because they claim that the fetus is a person , or they may ban abortion because sunday is the first day of the week","so you made the point on the interpretation of a legal document the point is it is okay to illegalise abortion regardless of the reasons for doing so thinking outside of our current example can you not see the glaring problem with such an approach \? i hope you can because the consequences of accepting such a philosophy are dire indeed however , returning to our original point , that being the former part of the proposed bill 's title i 'd like some supporting evidence i have pointed out the issue 's with steeeeve 's citation , so hope you have something else to offer",abortion,0,1,0,0
1388@6,but they ca n't be true christians if they accept evolution,that 's your opinion why ca n't they be true christians \? does everyone have to fall under the same guidelines \? do n't you think people are intelligent enough to come to their own conclusions based on fact \?,evolution,1,1,0,1
1389@2,"and ends with the woman , whose body is the one having to endure the pregnancy","but the responsibility does not end with the woman who experiences the pregnancy if it did , then men would not be required by law to pay child support",abortion,1,1,0,1
1390@3,gay 'couples' do not deserve the right to get tax breaks marriage between a man and a woman is protected so that families produce offspring that will allow society to continue to grow and survive,so therefore gay couples who have children via adoption or a other methods should be deined such tax breaks \?,gay marriage,0,1,0,0
1390@4,"you are free to think that you know more , but if you try to legislate these ideas into laws that harm other people , women in this case , then it is anything but good or moral",i think it is,abortion,1,0,0,0
1390@6,"see , it 's either one or the other either animals change via random mutations selection \( selectionism \) or they change internally via directed biased variation cued by the enviornment \( structuralism \)","so you attempt to refute natural selection with directed variation and then attempt to use that to convince us of directed variation \? again , it does n't work",evolution,0,1,0,0
1391@0,"would someone care to post the cliff notes of id theory \? the entire theory seems like a non sequitor to me , at least as presented by our friendly neighborhood id peddler in essence , it seems as though the central claim is that nothing intelligent and no information can be be created except by a creator , and that the world as we know it could not exist without this information further to that , the complexity and order of the universe is evidence of the work of an intelligent designer is that fair enough \? so if nothing intelligent and no information can be created , how did the creator get created \? that 's step one , imho , and it would seem to me it all falls apart right there , but i'm assuming i 'll get some kind of an always there or other such supernatural explanation a luxury never afforded to the scientist side of the debate as far as information \( i really do n't like that word anymore \) and complexity are concerned , it comes down to the available scientific explanations vs you 're wrong , the creator did it in various forms in other words , it essentially boils down to an entirely philosophical debate as from what i 've seen so far , it ca n't really be argued on a purely scientific level further to that , it would seem to me to be a very tenous position to hold to agree that micro evolution and perhaps speciation can occur , and that the world functions as it does because of intelligent design , and yet profess belief in a 6000 year old earth in other words , i ca n't see id theory , which seems to me to be essentially a form of theistic evolution , being compatible with young earth creationism , or for that matter , with any form of literal creationism i look forward to be edumacated on the subject waxy","the i d in a nut shell we do n't know how 'xyz' could occur naturally therefore it was designed by someone and of course , that someone is god",evolution,1,1,1,1
1391@4,"oh , really \? darwin did n't have a continuous , partial , gradual , perpetual , and cumulative process of minor historical changes in organisms in mind when he broached his theory of evolution \?","but you have incorrectly defined evolution , both in a biological and non biological context in darwin 's time the word evolution meant change along a particular path towards a particular end for example , stellar evolution that is not what darwin proposed that is what creationists like you propose as the meaning of biological evolution",evolution,0,1,0,0
1391@5,"afghanistan do you really think that the afghanis would have had the same chances against the soviets without stingers or cia training showing them how to plan terrorist attacks \? sure , without gun control the second mightiest army would have never attacked afghanistan","the afghanis did very well before cia intervention and arms supplies they were fighting t 72 tanks with molotov cocktails , and winning they were taking out entire armored divisions with dynamite \( by instituting land slides \) certainly the cias assistance was helpful , but by no means definitive",gun control,1,0,0,0
1391@6,"you can 'describe' materialism in ways that are untrue ,","you mean , in ways that are different from your pet version \? ww , what defines materialism the phenomena it recognises if not their susceptibility to the scientific method \? science is more than a methodology empiricism and validation by prediction from anticipated regularit is its methodology if science were nothing more than a methodology , than no science would exist beyond the confines of any particular experiment and or collection of observations measurements undergone currently",evolution,0,1,0,0
1392@0,"yep , homosexuals join to practice a religion that hates them just so they can gain access to children i mean , so much for joining any of those adult dating services i suppose becoming a priest is much easier","let me for a moment frame my blasphemous take on christianity , the trinity , etc folks , you have an almighty father god , the first aspect then , you have a holy spirit must be male , was n't that the entity that impregnated the virgin mary \? thirdly , the son , male of course no females allowed please note that exclusionary of females male only club so what do these exclusively male deities do in the heavens all day well , sounds like a homosexual club to me so i just speculate on that all these prohibitions against female power and participation smack to me of a whole bunch of folks who have n't come out of the closet and dealt honestly with their sexuality nothing wrong with being homosexual dunno about constantly repressing it and denying its existence , though",abortion,1,1,0,1
1392@1,"i really do n't think the big pro life vs pro choice argument is about where life begins or whether or not life is precious it 's more a debate over 1 whether the rights of mother or the child take precedence , 2 how much accountability can we hold a pregnanct woman to","i think this is where the pro life and pro choice people really get things messed up pro choices views it as you do jitobear whether a mothers rights supercedes the childs rights as opposed to a pro lifer who believes that everyone has the same rights and the question becomes what rights are on the top so to speak in more detail i guess you could say is it a right or a want and what would be a right and do we have finite rights pesonally , the right to life is kind of the start of every other right or want or anything for that matter so above all you got that one i never see it as choosing women over child or whatever because i do n't see a difference in the two \( as people \)",abortion,1,0,0,0
1392@2,"as the christian right 's poster boy , this is hugely damaging , do n't you think \? also makes him very hypocritical \( or , dare i say , a flipflopper \? ! \) since he is campaigning against open abortion now","wow , i hope i'm not the only person who went directly to your source to check it out lets review several points here 1 \) the need to display current information this article is almost four years old , i have yet to hear anything about this over the entire course of mr bush 's presidency george w bush is one of the most personally assaulted presidents in us history , few will argue this whether they support him or not just about every negative thing bush has been involved in or people speculate he was involved in has been dragged out and there any number of books with the details this info has had little or no further data in the past 4 years the press loves a scandal and i have yet to see them shy away from one as juicy as this if it were true 2 \) the need to display information from a reputable source just to clarify flynt is larry flynt since you seemed to leave this detail out this transcript comes from a bulletin board and the sources it cites are at places like gwbushnotmypresident com and atheist org i'm sure neither of these websites has an agenda the end of the post displays an anti republican manifesto showing that the person who posted it did it with such impartiality i'm sure they are focusing on being fair and balanced 3 \) make sure the parts of your source that you do n't quote do n't contain info that harms your argument larry flynt bases nearly all of this theory on the alleged event of bush visiting the girl in the hospital after she had an abortion if this ever did occur there is no evidence that bush knew that she had an abortion flynt says so himself",abortion,1,0,0,0
1392@3,"the justification comes from this being a scientific fact this evidence has been posted before by chloe , but here it is again for your enjoyment","but it 's not a fact unless you 've defined what you mean by person if you define person as the combination of a fertilization event , then all you have is a meaningless tautology",abortion,0,1,0,0
1392@6,there is so much to gain for so little effort,"but the fact is , that son of god jesus was a lier and that bible was just a story book but we are all fool to deify them !",existence of God,1,0,0,0
1393@2,"hardly any criminals go armed in england , and certainly not with guns burglars and muggers have enough sense to know that while getting done for burglary or mugging will not be pleasant , getting done for burglarly or mugging and possession of a firearm will be far , far worse , assuming they survive the arrival of the armed response squad","all of the british papers keep going on about how bad it is , how more people than ever are being gunned down in the streets , how guns are being imported into britain and resold through underground channels , how criminals employ young women to act as gun mules for transporting and storage , etc now who should we believe more , your or the papers that relate the news to us \?",gun control,1,0,0,0
1393@3,and these scriptures have been unchanged for the past 2000 2500 approx years !,define unchanged,existence of God,1,0,0,0
1393@6,"simply naming an area a gun free zone does not make it a gun free zone if it is truely to be a gun free zone , the law must be enforced to enforce the law , you must provide a means of security controlled access to the zone , to screen for and prevent guns from entering the zone if the law is enforced , the gun free zone will work",you want kids to be placed in a prison for an education do you think they will really like to learn in that type of school \?,gun control,1,0,0,0
1394@1,"the potentiality argument is often used against those who do not believe that a fetus is worthy of being called a person , a human , or whatever word you prefer to argue over","too much spin there buddy the potentiality arguement is used by those who believe women have a right to have control over their fertility as an aside it is also a fundemental tenent in judaism 's view of the unborn the foetus is a potential life , but has not yet attained that state of being , which occurs at birth",abortion,0,1,0,0
1394@2,so now i'm looking for advice whats the best way to go up against creationists bastards seeking the brainwash the populace \?,"well good on you for taking a proactive stance against the aig misinformation campaign to add to what johnhanks said be careful about about insulting them regardless of how infuriating their position is the weight of evidence and reason is firmly on the side of science use this to your advantage as it means you can rise above the personal attacks character assassination that the likes of aig so frequently resort to secondly be careful in the use of the term creationist remember aig are young earth creationists and do not speak for creationists as a whole there are christians who accept the analysis of science yet still see the universe as the creation of god \( ie old earth creationists \) this is significant as it is important to drive the point home that yec does not speak on behalf of all christians \( as it likes to make out \) , but are a group on the fringe whose position is seen as ridiculous by christian and non christian alike put this to them and you force them to start attacking fellow christians p s welcome to the forum !",evolution,1,1,1,1
1394@3,"and viability is an ever changing concept \( a 12 week fetus was delivered recently in minnesota , and as far as i know is still alive and doing well please feel free to update me if you have heard any other news \)","actually , i can not accept that claim before then , the absolutely youngest ever surviving fetus was deliver at 19 weeks , 6 days 12 weeks would be a worldwide sensation i would recommend that you double check your source viability is still defined as the age at which 50 survive , which still is at around 24 weeks gestation 26 weeks pregnancy",abortion,1,1,0,1
1394@5,there were state laws \( not the new admendments \) that made a same sex couple illegal some of them being writen in the 1800 's,"no , these were all ammedments all passed all written recently there are laws on the book from the 1800 's but that is n't what just passed",gay marriage,1,1,0,1
1394@6,"science will never be able to disprove any god because of some flaw science happens to point out the best individuals can do is , when people try to reason that such perfect organs imply a designer , point out that the design is n't all that perfect after all","exactly trying to prove that god , if he exists , did n't make us as good as an all powerful being should have made us does n't prove anything in the god debate i could always debate that since god is all powerful and all knowing he could have always thought of something better to do if he made those changes , then of course there would still be something better he could have thought of this would be an endless loop of creating something better and better until finally he would have to stop and say that is good enough but even then this debate that he did n't make us as good as he could have would be valid in my view",evolution,1,1,1,1
1395@0,"if you 're after concealment my favorite and regular carry is the kel tec 380 fits in the watch pocket of a pair of levis , feeds six hollow points flawlessly and weighs almost nothing several of our deputy sheriffs carry them as summer off duty pieces , which is how i discovered the convenience","that is a nice little pistol with lots of smack for only 11 onces also , i like da automatics",gun control,0,0,1,1
1395@2,"those quotes have nothing to do with abortion this one has to do with babys in the woumb befor i formmed you in the woumb , i knew you , and before you were born i consecrated you i appointed you a prophet amoungst nations jeremiah 1 4 5 i think this is rellavent because god wants everyone to be a prophet who he can work through","if that were true , why are there millions of miscarriages each year \? i do n't believe a word of it",abortion,0,1,0,0
1395@3,"i jsut voted sorry if some people actually have , you know , lives and do n't sit around all day on debate forums to cater to some atheists posts that he thiks they should drop everything for as to the rest of your post , well , from your attitude i can tell you are not christian in the least therefore i am content in knowing where people that spew garbage like this will end up in the end","no , let me guess er mcdonalds no , disneyland am i getting closer \?",evolution,0,1,0,0
1395@4,"antiabortion effort in europe , with u s money , widens its conservative agenda","so the latest imported culture from the us of a do n't worry though , while we get the anti abortionists from stateside , america gets our animal rights activists in return",abortion,1,1,1,1
1395@5,yet another anti christian post by a gay activist,yet another false assessment why is posting christian historical context anti christian \?,gay marriage,0,1,0,0
1395@6,"babies are a stage reached after birth if you are talking about abortions , then no babies are involved , anti choice , histrionic revisionist linguistics none withstanding",baby can be used to describe a human fetus get over it,abortion,1,0,0,0
1396@0,"just to finish off majerus 's research has focused on sexual selection , sex ratio manipulation , and the evolution of melanism \( the darkening of body color \) in various moths , butterflies , and ladybirds i do not know all that much about peppered moths , just the story and why it is a fraud and even if it was not , why it does not support evolution over creation","you seem to feel that scientists care about creation more than they do neither kettlewell nor majerus mentions creation or even takes it into account but you have believed creationists who probably do n't know as much as you kettlewell 's work was not a fraud he did the best he could with what he had and presented his work in peer reviewed literature his work has nothing to do with creation but it seems that creationists want to believe that all science is permanent and never changing thus , when re evaluation of kettlewell 's work is done and flaws are pointed out , creationists loudly proclaim fraud and a victory for creation funny that it was n't creation scientists who pointed out the flaws and it was n't creation scientists who publicized them it was done by two evolutionary biologists who did n't even mention creation",evolution,0,1,0,0
1396@1,faith is as natural as love or expression,"it is \? if a child grew up never hearing the words religion , gods , spirits , etc would this child still have faith of some sort \? is faith some innate human tendency \? it could be seeing as how there is the god spot in the brain , but maybe the god spot would n't develop as fully in the child that was never exposed to religion or thoughts of the supernatural then again , kids are scared of the dark",evolution,1,1,0,1
1396@4,"the problem is that you have wack jobs and zealots on both sides of the issue on the one hand , you have the yec creationist crowd some fo them go off the deep end when you suggest anything but a literal interpetationof genisis on the other side , you have the evolutionaist crowd , who predict gloom and doom and a return to the middle ages every time you suggest that we leave some opening for kids parents to attach religous connotation to the issue","but religion is not a topic for science classes teach the science in class and if that presents a problem for your religion at home , perhaps you should think about your religion a bit more critically and realistically what is being attempted is to cast doubt on well established scientific theory and pretend that magic is a viable alternative",evolution,1,1,0,1
1396@6,and it is their corruption of the morals and values america once represented that is the cause of so much hatred and disrespect from the rest of the world today,"the main cause of so much hate and disrespect is the phony war we 're fighting and our tactics in violation of international law , our attitude of superiority in the world , and our outright bullying of others , all of which are being pushed the most by you guessed it not liberals",evolution,0,1,0,0
1397@4,most of the laws of the peoples republic of kalifornia are aimed at rendering the citizens into prey you ca n't point to many that do n't self defense is not allowed there i am afraid,"hey sarge , add democratic on their , and it could be called the dprk its kinda going that way anyhow people start calling it that now , they will fall in line faster",gun control,0,0,1,1
1398@0,"he found that adaptive genetic mutations arising systematically under these circumstances outnumbered maladaptive and inconsequential mutations to a high degree , statistically speaking a most significant finding , and one that has been repeated again and again and again , to the point where somatic hypermutation is accepted by bacteriologists as a legitimate 'immune response' enabling rapid adaptive eam evolution antibiotic resistance in eusocial bacteria","i 've examined hall 's papers and they make interesting reading however , further research , including some undertaken by hall himself , has informed the debate greatly for one thing , many of the experimental results to which hall originally proposed sub population hypermutation \( your 'hypermutation as a eusocial response' \) as an explanation have proved inconsistent with that hypothesis the amplification mutation model described above is a much better fit , correctly predicting such details as clonally related bacteria possessing redundant lac copies in addition to the lac revertant the articles i 've already cited , though they focus on the cairns system 's experimental vulnerabilities as the origin of the recent directed adaptive mutagenesis misperception , also include hall 's work in their assessment hall himself performed a followup experiment to his work on anomalous rates of trpab dual revertants , acknowledging that a colleague 's suggestion , that stochastically occurring trpa trpb revertants were growing on waste byproducts secreted by non growing trpatrpb revertants was probably correct in short , though hypermutation of a sub population does occur sometimes , it is not always an organismic response \( eg mutation promoters coincidentally amplified along with useful genes \) , and the 'successful' mutants do not always , or even mostly , arise from within that subpopulation also , you still seem reluctant to acknowledge the implications of the existence of a physical mechanism for hypermutation under stress it must itself have evolved somehow which makes it logically \( as well as empirically , as evidenced by my original post in which 4 5ths of the adaptive bacteria exhibited no increased mutation rate \) not a prerequisite for evolution it 's just one more adaptation to the environment in this case , the environment 's potential for inducing though carcinogens or simple uncertainty at the molecular level genetic change",evolution,0,1,0,0
1398@1,"gavin newsom i expected more from him when i supported him in the 2003 election he showed himself as a family man catholic , but he ended up being the exact oppisate , supporting abortion , and giving homosexuals marriage licenses i love san francisco , but i hate the people sometimes , the people make me want to move to sacramento or dc to fix things up","and what is wrong with giving homosexuals the right to settle down with the person they love \? what is it to you if a few limp wrists get married in san francisco \? homosexuals are people , too , who take out their garbage , pay their taxes , go to work , take care of their dogs , and what they do in their bedroom is none of your business",gay marriage,0,1,0,0
1398@2,i do n't think they are very smart,"of course they 're not very smart they put more stock in fable than in undeniable evidence however , since when is intelligence a necessary component of effect \? \( dubya has affected the entire world does that mean he 's a genius \? \) to be fair , that feedback could be interpreted in different ways the flaws in arguments might be from the dvds , or they might be the alleged flaws that the dvds expose",evolution,1,1,1,1
1398@3,"how can you say such things \? the bible says that god created over and over and over again ! and you reject that and say that everything came about by evolution \? if you reject the literal account of the creation in genesis , you are saying that god is a liar ! if you cannot trust god 's word from the first verse , how can you know that the rest of it can be trusted \?",it 's not a literal account unless you interpret it that way,evolution,0,1,0,0
1398@4,stellar and planetary evolution origin of stars and planets,you mean that the planets and stars have always existed \? really so how come we see stars being made in nurseries via the hubble telescope,evolution,0,1,0,0
1399@1,doctors should be schooled in nutrition so they can teach their patients how to cure themselves,"doctors are schooled in nutrition , however inadequately , this does n't mean they 're going to recommend crackpot raw food dietary schemes to prevent destructive lamarckian evolution on the basis of a single flawed experiment on cats",evolution,0,1,0,0
1399@2,the goal of anti abortionist is clear the job of self restraint is that of each participant in their close encounters,"translation anti abortionist intellectuals are n't really opposed to abortion as an end in itself , they only oppose abortion because they believe forcing women to remain pregnant is an appropriate punishment for their true sin , sex outside of marriage the goal is n't to prevent murder at all , this is merely a convenient excuse to punish women who stray from traditional relationships that 's why those opposed to abortion are also opposed to contraception , even though contraception prevents abortion so the fact that abortion protestors also prevent people from accessing contraception is n't contradictory at all , it is completely in line with their goals",abortion,0,1,0,0
1399@3,prove that biblical creation is a lie,no i have never stated that biblical creation is a lie i have stated that a literal interpretation of it has been proven false beyond all reasonable doubt,evolution,0,1,0,0
1399@5,"so , what 's my point in all this \? i'm not trying to say that unkerpaulie 's doctrine is wrong i'm just trying to show that it 's pefectly possible to believe in christianity and the bible without believing in a literal genesis , fall , or creation , and so there 's no necessary conflict between being a good christian and believing evolution there are certainly certain branches of christianity for which evolution is anathema , but that 's a property of those particular branches , and not an inherent property of christianity as a whole","i wouls suggest that brand of christianity that doesnt take genesis as literal is based on an unbiblical doctrine as you demonstrated above , in order to remove the significance of genesis , you must fill in the gaps with explanations that are not based on , and sometimes contrary to , the bible clearly , why even call that a christian if they are not folowing the pattern of christ , dont believe in redemption and original sin , and dont believe that this very redemption restores man back to the form man was originally intended to live that said , i'm very curious to hear exactly how this brand of christian fits evolution into the scripture as a basis for their christianity in order to do that , they 'd need to understand exactly what the allegory of genesis represents explain how man can be considered in the likeness of god presently explain exactly why jesus died if there is no original sin identify the time in history that god was first revealed to man account for the souls of the homonid species before modern man so far , noone has even ever come close to scratching the surface on these questions in fact , members of this brand of christianity become very hard to find when discussions like these arise yet they are quick to pat themselves on the back for not being like those fundamentalists who reject science if your version of christianity is the right one , lets discuss it",evolution,1,1,0,1
1399@6,but there was a big evolutionary hyp over this and some people were saying they are just that close in showing how life could come from non life,really \? i suspect that you have been duped by creationist ministers there is no hype about miller urey it was an interesting experiment that demonstrated possibilities,evolution,0,1,0,0
1400@0,"the only exception and possibly not an exception , if we ever learn more about it","no need to learn more it is n't an exception the exception is the vagina \( and the uterus \) males do n't have corresponding structures , inside out or otherwise the penis is n't an inverted vagina , it is a testosterone influenced clitoris",evolution,1,1,0,1
1400@2,"through precise radiometric clocks and clever stratigraphic connections if you have precise radiometric clocks why would you need clever stratigraphic connections \? i want one of them radiometric clocks ! rofl ! this is best described by the phrase if you ca n't dazzle 'em with brilliance , baffle them with bs they used to say we date the rocks by the fossils and the fossils by the rocks but this sounds better at least to you it seems","any geologists want to help me out here \? what they mean by this is that there are sediments in one place and sediments in another place they can date them radiometrically to determine that they are both from the edicarian period \( even though they may be seperated by millions of years \) they then verify that they are edicarian by looking at the layering to determine if the two pieces were at one point connected , but are now seperated due to tectonics i'm sure i'm not entirely correct about these methods i think i 'd better study up on some of these qeustions here maybe you should too",evolution,0,1,0,0
