qrID,quoteText,responseText,topic,disagree_agree
1389@6,at least the court made the correct decision and did n't just try to make new laws,"i do n't usually agree with you , but i agree with you on this one the judiciary branch is there to interpret the law do i wish the ruling had been different and the government should have paid for the abortion \? yes but the court made the correct decision it 's the same with the terri schiavo case all the conservatives wanted to save her because they thought the laws were n't right but the judges all sided on the side of the law the law is written for a reason , and we do n't get to decide when to ignore them just because of compassion then we fall down the slippery slope of abridging the first amendment because it 's better , and violating other laws for the good of the people it 's like animal farm , where the laws kept changing ever so slightly , and soon it was no better than it was before the laws were made , and if we want to change them , we should fight them , but court is not the place of course we all wish we could just go to the courts and get them to settle disputes like mommy but they are there to interpret the law , and unfortunately the law was very clear here , that in this case the government should not pay for the abortion",abortion,1
1390@1,"for example , we would be able to see partially formed eyes that would not fully function","and we do in some phyla , most of the partially formed examples still exist you can find them in mollusks , for example http www pnas org content vol104 s 756920001 jpeg",evolution,1
1390@3,gay 'couples' do not deserve the right to get tax breaks marriage between a man and a woman is protected so that families produce offspring that will allow society to continue to grow and survive,so therefore gay couples who have children via adoption or a other methods should be deined such tax breaks \?,gay marriage,0
1390@5,the words militia and people make it very clear who has the right to bear arms,"you are also protected by the 4 , 5 , and 14th amendments your guns can not be seized you can not be under suspicion for your guns to be seized without due process all your legally obtained property is yours do to with in any way you want as long as it is legal lets not forget privacy no one has the right to stick your nose into your business to even find out what your doing with your guns",gun control,1
1390@6,"see , it 's either one or the other either animals change via random mutations selection \( selectionism \) or they change internally via directed biased variation cued by the enviornment \( structuralism \)","so you attempt to refute natural selection with directed variation and then attempt to use that to convince us of directed variation \? again , it does n't work",evolution,0
1391@0,"would someone care to post the cliff notes of id theory \? the entire theory seems like a non sequitor to me , at least as presented by our friendly neighborhood id peddler in essence , it seems as though the central claim is that nothing intelligent and no information can be be created except by a creator , and that the world as we know it could not exist without this information further to that , the complexity and order of the universe is evidence of the work of an intelligent designer is that fair enough \? so if nothing intelligent and no information can be created , how did the creator get created \? that 's step one , imho , and it would seem to me it all falls apart right there , but i'm assuming i 'll get some kind of an always there or other such supernatural explanation a luxury never afforded to the scientist side of the debate as far as information \( i really do n't like that word anymore \) and complexity are concerned , it comes down to the available scientific explanations vs you 're wrong , the creator did it in various forms in other words , it essentially boils down to an entirely philosophical debate as from what i 've seen so far , it ca n't really be argued on a purely scientific level further to that , it would seem to me to be a very tenous position to hold to agree that micro evolution and perhaps speciation can occur , and that the world functions as it does because of intelligent design , and yet profess belief in a 6000 year old earth in other words , i ca n't see id theory , which seems to me to be essentially a form of theistic evolution , being compatible with young earth creationism , or for that matter , with any form of literal creationism i look forward to be edumacated on the subject waxy","the i d in a nut shell we do n't know how 'xyz' could occur naturally therefore it was designed by someone and of course , that someone is god",evolution,1
1391@1,"so now wiesmann 's barrier is the most important thing to the toe \? somehow i doubt that biologists agree , but obviously creationists have more authority on the topic of evolution","well since you guys say it 's not important i guess it 's not however , that 's not what the dogma has been for several decades",evolution,1
1393@0,"again , i'm not sure where all this emphasis on limbs comes from , as if it were the only possible result of genetic variance but i 'll bite some people are born with six fingers example of a new part to an existing structure on humans , no less","nothing new can be created by making copies , i 've addressed this many times",evolution,0
1393@2,"hardly any criminals go armed in england , and certainly not with guns burglars and muggers have enough sense to know that while getting done for burglary or mugging will not be pleasant , getting done for burglarly or mugging and possession of a firearm will be far , far worse , assuming they survive the arrival of the armed response squad","all of the british papers keep going on about how bad it is , how more people than ever are being gunned down in the streets , how guns are being imported into britain and resold through underground channels , how criminals employ young women to act as gun mules for transporting and storage , etc now who should we believe more , your or the papers that relate the news to us \?",gun control,0
1393@4,"but the sad fact is that the guidebook merely repeats a host of faulty arguments , all of which have been exposed in creation literature for years",i see does the fact that these so called exposures are constantly and correctly destroyed by those with logic not phase you \?,evolution,0
1393@6,"simply naming an area a gun free zone does not make it a gun free zone if it is truely to be a gun free zone , the law must be enforced to enforce the law , you must provide a means of security controlled access to the zone , to screen for and prevent guns from entering the zone if the law is enforced , the gun free zone will work",you want kids to be placed in a prison for an education do you think they will really like to learn in that type of school \?,gun control,0
1394@1,"the potentiality argument is often used against those who do not believe that a fetus is worthy of being called a person , a human , or whatever word you prefer to argue over","too much spin there buddy the potentiality arguement is used by those who believe women have a right to have control over their fertility as an aside it is also a fundemental tenent in judaism 's view of the unborn the foetus is a potential life , but has not yet attained that state of being , which occurs at birth",abortion,0
1394@2,so now i'm looking for advice whats the best way to go up against creationists bastards seeking the brainwash the populace \?,"well good on you for taking a proactive stance against the aig misinformation campaign to add to what johnhanks said be careful about about insulting them regardless of how infuriating their position is the weight of evidence and reason is firmly on the side of science use this to your advantage as it means you can rise above the personal attacks character assassination that the likes of aig so frequently resort to secondly be careful in the use of the term creationist remember aig are young earth creationists and do not speak for creationists as a whole there are christians who accept the analysis of science yet still see the universe as the creation of god \( ie old earth creationists \) this is significant as it is important to drive the point home that yec does not speak on behalf of all christians \( as it likes to make out \) , but are a group on the fringe whose position is seen as ridiculous by christian and non christian alike put this to them and you force them to start attacking fellow christians p s welcome to the forum !",evolution,1
1394@3,"and viability is an ever changing concept \( a 12 week fetus was delivered recently in minnesota , and as far as i know is still alive and doing well please feel free to update me if you have heard any other news \)","actually , i can not accept that claim before then , the absolutely youngest ever surviving fetus was deliver at 19 weeks , 6 days 12 weeks would be a worldwide sensation i would recommend that you double check your source viability is still defined as the age at which 50 survive , which still is at around 24 weeks gestation 26 weeks pregnancy",abortion,0
1394@4,personally against abortion but pro choice is a way for campaigning politicians to take both sides of the issue imo,excellent point anyone that is personally against abortions should fight to stop all the unnecessary ones that our performed,abortion,1
1394@5,there were state laws \( not the new admendments \) that made a same sex couple illegal some of them being writen in the 1800 's,"no , these were all ammedments all passed all written recently there are laws on the book from the 1800 's but that is n't what just passed",gay marriage,0
1394@6,"science will never be able to disprove any god because of some flaw science happens to point out the best individuals can do is , when people try to reason that such perfect organs imply a designer , point out that the design is n't all that perfect after all","exactly trying to prove that god , if he exists , did n't make us as good as an all powerful being should have made us does n't prove anything in the god debate i could always debate that since god is all powerful and all knowing he could have always thought of something better to do if he made those changes , then of course there would still be something better he could have thought of this would be an endless loop of creating something better and better until finally he would have to stop and say that is good enough but even then this debate that he did n't make us as good as he could have would be valid in my view",evolution,1
1395@0,"if you 're after concealment my favorite and regular carry is the kel tec 380 fits in the watch pocket of a pair of levis , feeds six hollow points flawlessly and weighs almost nothing several of our deputy sheriffs carry them as summer off duty pieces , which is how i discovered the convenience","that is a nice little pistol with lots of smack for only 11 onces also , i like da automatics",gun control,1
1395@2,"those quotes have nothing to do with abortion this one has to do with babys in the woumb befor i formmed you in the woumb , i knew you , and before you were born i consecrated you i appointed you a prophet amoungst nations jeremiah 1 4 5 i think this is rellavent because god wants everyone to be a prophet who he can work through","if that were true , why are there millions of miscarriages each year \? i do n't believe a word of it",abortion,0
1395@3,"i jsut voted sorry if some people actually have , you know , lives and do n't sit around all day on debate forums to cater to some atheists posts that he thiks they should drop everything for as to the rest of your post , well , from your attitude i can tell you are not christian in the least therefore i am content in knowing where people that spew garbage like this will end up in the end","no , let me guess er mcdonalds no , disneyland am i getting closer \?",evolution,0
1395@4,"antiabortion effort in europe , with u s money , widens its conservative agenda","so the latest imported culture from the us of a do n't worry though , while we get the anti abortionists from stateside , america gets our animal rights activists in return",abortion,1
1395@5,yet another anti christian post by a gay activist,yet another false assessment why is posting christian historical context anti christian \?,gay marriage,0
1395@6,"babies are a stage reached after birth if you are talking about abortions , then no babies are involved , anti choice , histrionic revisionist linguistics none withstanding",baby can be used to describe a human fetus get over it,abortion,0
1396@0,"just to finish off majerus 's research has focused on sexual selection , sex ratio manipulation , and the evolution of melanism \( the darkening of body color \) in various moths , butterflies , and ladybirds i do not know all that much about peppered moths , just the story and why it is a fraud and even if it was not , why it does not support evolution over creation","you seem to feel that scientists care about creation more than they do neither kettlewell nor majerus mentions creation or even takes it into account but you have believed creationists who probably do n't know as much as you kettlewell 's work was not a fraud he did the best he could with what he had and presented his work in peer reviewed literature his work has nothing to do with creation but it seems that creationists want to believe that all science is permanent and never changing thus , when re evaluation of kettlewell 's work is done and flaws are pointed out , creationists loudly proclaim fraud and a victory for creation funny that it was n't creation scientists who pointed out the flaws and it was n't creation scientists who publicized them it was done by two evolutionary biologists who did n't even mention creation",evolution,0
1396@1,faith is as natural as love or expression,"it is \? if a child grew up never hearing the words religion , gods , spirits , etc would this child still have faith of some sort \? is faith some innate human tendency \? it could be seeing as how there is the god spot in the brain , but maybe the god spot would n't develop as fully in the child that was never exposed to religion or thoughts of the supernatural then again , kids are scared of the dark",evolution,0
1396@3,"again , i do n't think anybody will argue that owning a gun prevents crime the reason for having a gun is as you stated to stop the crime once it has begun \( though this may prevent a worse crime from occurring \)","i think some people will and have argued that i 'll work on finding a quote , but i believe it was somebody here who argued that , because of the recent scotus ruling , home invasion in dc would decrease because criminals would be more worried about encountering a homeowner with a gun you do have a point about preventing a worse crime from occuring , though",gun control,1
1396@4,"the problem is that you have wack jobs and zealots on both sides of the issue on the one hand , you have the yec creationist crowd some fo them go off the deep end when you suggest anything but a literal interpetationof genisis on the other side , you have the evolutionaist crowd , who predict gloom and doom and a return to the middle ages every time you suggest that we leave some opening for kids parents to attach religous connotation to the issue","but religion is not a topic for science classes teach the science in class and if that presents a problem for your religion at home , perhaps you should think about your religion a bit more critically and realistically what is being attempted is to cast doubt on well established scientific theory and pretend that magic is a viable alternative",evolution,0
1397@1,"that 's where this thing becomes problematic , because those who hold to that view are saying i must change my entire belief system religion because of your belief system",no one is asking him to change his belief system he only needs to keep that belief system out of the law that effects the rights of gay people,gay marriage,1
1397@2,"what is science \? the first place to start is with a definition of science many exist , but most of them come down to something like , if something is scientific , it is observable and testable \( i e , able to be repeated \) now it might surprise readers without a scientific background to hear me say that very few scientists have any real idea what science is however , if you are a scientist you will probably acknowledge the truth of this seemingly nonsensical statement in my undergraduate studies and postgraduate research , i cant ever recall anyone telling me what science is \( and isnt ! \) , showing me what it is , or providing me with an explanation of how it operates if you are studying science or working with scientists and you doubt me , i challenge you to ask them for a definition of what is scientific after a pause , most of them would not be able to give an answer much deeper than it is what scientists do as an undergraduate , i was taught to remember , not to think sure , i was given tools which i could use to think , but i wasnt actually taught to think then , as a ph d researcher i worked in a very narrow field \( as do all ph d researchers \) , and so the breadth of a question like what is the definition of scientific \? was absolutely irrelevant to me upon graduation and working as a research scientist for 17 years and as a leader of other scientists , the question has never arisen , nor apparently needed to have been asked my point is that most scientists dont really know what is or isnt scientific , because it rarely affects what they do why make a big deal of this \? the reason is because creation and evolution are actually both outside the realms of science and , to know this , you need to know what science isand as we have seen , most scientists dont neither process is currently observable , testable or repeatable please note that when speaking of evolution , i am talking of the appearance of new \( not rearranged \) genetic information leading to greater and greater complexity of genetic information i am also talking about the appearance of life starting from inanimate chemicals when talking about evolution , i am not speaking of natural selection , which leads to a reduction in genetic information in those species creationists , of course , have not the slightest problem with natural selection after all , it has been practiced by farmers for centuries in their breeding of plants and animals through selecting preferred offspring and mating or propagating these anyway , the theory of natural selection was described by creation believing scientists long before darwin boarded the beagle","http www answersingenesis org home sd grocott asp so who decides what is or is n't science \? if what was taught in science classes was no more controversial than the freezing point of water or the melting point of lead , then maybe it could be defined in a way that everyone could agree on but when it gets into theories and hypothesis about one time events that happened thousands , or billions of years ago , its time to set aside what we think science is , and ask ourselves what science class is trying to accomplish if we take students to a theoretic area where we suspect there is more to be discovered , is n't it time to consider teaching them how to think , not what to think \? can we do that by ruling an entire concept out , in a society that exercises free inquiry and advocates progress \? every subject taught in school is different , but science is , \( and has to be \) about so much more than teaching prior knowledge 2 \) let 's look at the dictionary com definition of religion",evolution,1
1397@4,most of the laws of the peoples republic of kalifornia are aimed at rendering the citizens into prey you ca n't point to many that do n't self defense is not allowed there i am afraid,"hey sarge , add democratic on their , and it could be called the dprk its kinda going that way anyhow people start calling it that now , they will fall in line faster",gun control,1
1397@6,really \? when \? i have talked to many an aussie who do martial arts and they are n't even allowed to get a permit to teach with swords,"possibly , i must admit i never tried to gain access to swords whilst over there",gun control,1
1398@1,"gavin newsom i expected more from him when i supported him in the 2003 election he showed himself as a family man catholic , but he ended up being the exact oppisate , supporting abortion , and giving homosexuals marriage licenses i love san francisco , but i hate the people sometimes , the people make me want to move to sacramento or dc to fix things up","and what is wrong with giving homosexuals the right to settle down with the person they love \? what is it to you if a few limp wrists get married in san francisco \? homosexuals are people , too , who take out their garbage , pay their taxes , go to work , take care of their dogs , and what they do in their bedroom is none of your business",gay marriage,0
1398@2,i do n't think they are very smart,"of course they 're not very smart they put more stock in fable than in undeniable evidence however , since when is intelligence a necessary component of effect \? \( dubya has affected the entire world does that mean he 's a genius \? \) to be fair , that feedback could be interpreted in different ways the flaws in arguments might be from the dvds , or they might be the alleged flaws that the dvds expose",evolution,1
1398@3,"how can you say such things \? the bible says that god created over and over and over again ! and you reject that and say that everything came about by evolution \? if you reject the literal account of the creation in genesis , you are saying that god is a liar ! if you cannot trust god 's word from the first verse , how can you know that the rest of it can be trusted \?",it 's not a literal account unless you interpret it that way,evolution,0
1398@4,stellar and planetary evolution origin of stars and planets,you mean that the planets and stars have always existed \? really so how come we see stars being made in nurseries via the hubble telescope,evolution,0
1399@0,shoot them that 'll larn em,"illinois government probably agrees they should be shot immediately because once they 're armed , it wo n't be so easy",gun control,1
1399@2,the goal of anti abortionist is clear the job of self restraint is that of each participant in their close encounters,"translation anti abortionist intellectuals are n't really opposed to abortion as an end in itself , they only oppose abortion because they believe forcing women to remain pregnant is an appropriate punishment for their true sin , sex outside of marriage the goal is n't to prevent murder at all , this is merely a convenient excuse to punish women who stray from traditional relationships that 's why those opposed to abortion are also opposed to contraception , even though contraception prevents abortion so the fact that abortion protestors also prevent people from accessing contraception is n't contradictory at all , it is completely in line with their goals",abortion,0
1399@3,prove that biblical creation is a lie,no i have never stated that biblical creation is a lie i have stated that a literal interpretation of it has been proven false beyond all reasonable doubt,evolution,0
1399@4,"our inner city youth in the u s tend to believe that you cannot allow anyone to insult you , or you are a punk","and this stems back to drug prohibition since drug dealers ca n't go to the police or any other security agency for protection from their customers or competitors , they are forced to rely on their reputation for violence remove drug prohibition and you 'd solve most of america 's problem with murder within a year , there 'd be no street drug trade sure , there 'd still be drug addiction , but it would be a health and safety problem , like nicotine or alcohol addiction , not a murder problem adding gun prohibition on top of drug prohibition is only likely to compound it",gun control,1
1399@6,but there was a big evolutionary hyp over this and some people were saying they are just that close in showing how life could come from non life,really \? i suspect that you have been duped by creationist ministers there is no hype about miller urey it was an interesting experiment that demonstrated possibilities,evolution,0
1400@0,"the only exception and possibly not an exception , if we ever learn more about it","no need to learn more it is n't an exception the exception is the vagina \( and the uterus \) males do n't have corresponding structures , inside out or otherwise the penis is n't an inverted vagina , it is a testosterone influenced clitoris",evolution,0
1400@1,"recent studies apparently show that pot is more harmful than you say one joint is said to contain more carcinogens than four tobacco cigarettes i doubt your 20 , 000 joints theory you have a simplistic argument going for pot i ca n't agree that legalizing all drugs would be a good thing either programs in holland have failed to produce significant if any benefits to society in general the druggies seem to have benefitted by having arrest free drug zones and access to whatever they want , but the cost of drugs still requires some income , something that most of them likely do not have other than from crime , begging or social programs one benefit i see from legalizing drugs is that the users could be more easily identified","yea the legalizatioin of drugs would cause an epedimic of problems crime , suicide , mental health problems , and physical health problems",marijuana legalization,1
1400@3,"and this is merely another piece of evidence that sport 's a xxxxx how about the simplistic explanation that people and other organisms have inhabitated the area since the dinosaurs died \? if you bothered to read your own article really if this is another one of your fresh organic sample age of decades of time capsule because they were both on top of the ground , you 're officially delusional except the picture of the human remains are clearly not fossilized","did you miss this quote in the article \? \? \? \? clanking like ceramic , all of these bones were fossilized all i have to say is you guys are hilarious first you say humans have never been found near dinosaurs then when i show you otherwise you just make up excuses ! so how do you explain the soft tissue , flexible , red tissue found in t rex bones \? http news nationalgeographic com n no tissue html how do you explain the following \? fossils yield 10 million year old bone marrow a first http news nationalgeographic com n ssil bone html fossilized bone marrow has been discovered in ten million year old frogs and salamanders from an ancient lake bed in spain , scientists announced friday the specimens are the first examples of fossilized bone marrow ever to be discovered they are so well preserved that the original color of the tissue is still visible the marrow is organically preserved , mcnamara said the original color of the marrow is preserved like modern frogs , she says , the bones show an inner zone of yellow , fatty marrow , encircled by an outer zone of red marrow or this fossil meat found in 380 million year old fish http news nationalgeographic com n tissue 2 html this is a pretty good trick for a creature that is over a third of a billion years old ! and by the way do n't let the words fossilized fool you fossilization petrification can happen very rapidly as shown here http www johnpratt com items docs petrified html",evolution,0
1400@4,you are n't serious are you \? \? \? is this a joke \? you 're one of the most active attackers of christianity in these threads are n't you the one that likes to use the term christonazi \?,you mean he does not agree with your view of christianity,existence of God,0
1401@2,"does it have any use at all , aside from promoting a religious agenda \?",that is the only purpose it was created for one must wonder if bs can have several uses to man and id has but one which is the more valuable \?,evolution,1
1401@3,the purpose of this thread is to continue reboot the debate between myself and chuz life within the general topic of abortion legality,"fair enough however , before we start i would like to clarify a few minor points in your opening challenge",abortion,1
1401@4,"do you not understand what is currently going on \? the ruling on whether the california state constitutional amendment was enacted legally was ruled on by the courts what is discussed above is entirely separate to say something brief to get you up to speed , our state constitution cannot violate the federal constitution so if prop 8 violates the 14th amendment , then prop 8 loses whether or not prop 8 violates the 14th amendment is the question that is currently being examined","if doma is n't declared unconstitutional , then those arguing against prop 8 are micturating into the wind",gay marriage,1
1401@5,is this another personal attack \? or is it killing you that i would donate money to an organization that opposes your secular humanist agenda so you feel you must lash out like an angry child \? is that your issue lyteboy \?,"you can do whatever you want to do with your money the fact that you do n't know any better than to do that with your money is telling , though if you think that the c \( r \) sc actually does id based scientific research , you 're exactly the dupe they 're looking for i'm serious do the research for yourself i wo n't even give you links , because you 'll blow them off as propaganda find any scientific journal article written by a di member that 's actually based on actual scientific experimentation or investigation and supports id i dare you",evolution,0
1402@0,do you really doubt me when i tell you that all these show to evolve via phenotypic plasticity \?,yes,evolution,0
1402@1,same with birds who all look basically the same in a given population,"how something looks basically is basically irrelevant how well a bird flies is very important if a bird is born with feathers in the wrong position , it will probably not fly well and will have a much harder time evading predators",evolution,0
1402@2,"i do n't think pro choicers in general care whether or not abortion is truly rare if they did they would put more effort into making sure it is rare , and not just legal","like campaigning for better information on and access to b c you mean \? that 's what pro choice groups do like seeking to improve benefits and general support for single parents \? yup , they do that too as an individual , i give up time and resources to help the local family planning clinic i ran sexual health campaigns at college i recently did a drive to get goods to sell at a jumble sale , the profits of which go to a local single parent \( note not just single mother \) group and that 's just for starters what do you do to help lower the abortion rate \?",abortion,0
1403@1,"life comes from life \( basic science \) yet , evolution breaks that rule",and what basic science would that be \? did you look up self organizing systems yet \?,evolution,0
1403@2,"yo shush yo mouth ! doncha knows that tha bible is fo believahs ! yas gotta believah furst ! that 's right , if you read it without believing first , you 'll see the flaws and contradictions you need to magic indwelling spirit of suspension of disbelief to fully understand what they bibles about","well , i guess you got something there ca n't put the cart before the hose ! !",abortion,1
1403@3,"our ways of learning about the world are strongly influenced by the social preconceptions and biased modes of thinking that each scientist must apply to any problem the stereotype of a fully rational and objective scientific method , with individual scientists as logical \( and interchangeable \) robots is self serving mythology","all people are biased , so all science is wrong",evolution,0
1403@5,how can you think that a baby that is n't born yet a nonentity \? yeah im only 15 and yet i know that what abortionist 's say is a load of ! ! i feel sorry for you when i get older because im determined with all my heart to stop abortion ! i believe god put me on this earth to stop you people from killing his creation ! hear my words i hate liberals and i will never change my mind about abortion i try to love everyone but it 's hard for me to love somebody who kills an innocent child i am pro life !,"so you are pro life and you hate liberals \? actually republicans are being liberal in this case \( liberal bigger government , more laws \) but i 'll assume you mean democrats on this what if the baby is a democrat \? if it 's a democratic parent it 's most likely it will grow up democratic and one more person to attempt to keep abortion legal",abortion,0
1404@0,"i'm not saying the primates changed all of a sudden , but what all of a sudden made them want to change","you actually think evolution works by what creatuers want \? you think they just got up one day and said , ya know bob , i wanna evolve ! ! oops , there goes my tail ! ! one want an organism can change is due to being in a different environment , isolated from the previous group mutations can occur , and if they are n't killer , they are passed on changes in genetic material through mutation add to the gene pool and are passed on through mating if you are an isolated group of animals , and you have enough mutations and mating , you will change over time the environment , through one process , can choose who succeeds and who does n't it 's natural selection there are other mechanisms , of course , so that 's not the only one we already know that human brain development could possible have occured due to a new diet , in a new area meat allowed for a larget brain , which in turn allowed for better skills , compared to other animals humans used tools as well , which was aided by using hands eventually , these animals descended from the trees and ceased to be arboreal creatures , because they needed to use their hands for tools you ca n't do that that well if you are swining in a tree",evolution,0
1404@1,"if i was a creationist , i 'd try to avoid discussing the merits of my belief which is probably why you are not a creationist but consider it from the point of view of a true believer first comes the ideology , any discussion of that ideology will by a true believer will find justifications after the fact of the belief ss is a good example of this as is i suppose ww ideologues first arrive at the belief and then find justifications for it scientists study data and obeservations and draw conclusions which those data and observations support the two approaches are entirely separate and opposed to one another scientists draw inferences , true believers make declarations of faith","which is why you darwinists , for all that you parade yourselves as 'scientists' , are really nothing but 'true believers' , intent upon evangelizing your core ideology , materialist atheism",evolution,0
1404@4,the ticket she was required to sign says right below the line that signing it was not an admittance of guilt,and how would you know this archie \? have you been stopped for speeding and asked to sign one \? how fast were you going \? bet it was more than 35 mph !,abortion,0
1404@5,can you please provide a cite in the constitution that supports the notion that a supreme court justice nominee has the power to declare that any case is settled law and the subsequent power to make it so \? i did n't think so,"and can you provide a citation from the constitution that supports the notion that a president can send the military half way round the world without a declaration of war from congress \? come now to call an issue settled law is , as someone else pointed out , to emphasize stare decisis , i e to stand by what has been decided , i e to recognize the binding nature of precedent this is why , in those rare cases where long standing precedents are overturned , it 's such a big deal the court essentially admits that it had been wrong as to so called judicial activism and again as someone else pointed out to emphasize stare decisis is preciesly the opposite of judicial activism with regard to roe itself , what i find remarkable is that the court exercised so much restraint the justices explicitly refused to make a declaration about when life begins they explicitly claimed not to have any qualifications to make such a decision , and they noted that even those who examine the issue thoroughly scientists and physicians , theologians and philosophers are nowhere near a consensus on the matter so they decided not step in and settle such metaphysical questions indeed , it is ultimately individuals whom the court allowed to make this decision as they see fit and so , they based the decision on the right to privacy said right is not explicit in the constitution , but that does n't matter \( see the ninth amendment for why \) and said right is also not absolute \( as the decision again explicitly says \) it is limited in this case by the state 's compelling interest in protecting prenatal life \( a point which is often overlooked by all sides in the abortion debate \) , and that interest is directly proportional to the viability of the fetus but what roe clarified is that any law establishing the protection of prenatal life as an unconditional trump of the mother 's right to privacy is unconstitutional within reasonable limits , she herself gets to decide when life begins , and to act accordingly like i said , judicial restraint and a stunning example of defending the individual from government interference or social discrimination in matters of conscience , to boot",abortion,0
1405@0,the vast majority of abortions occur within the first trimester abortions at 21 weeks and over are pretty rare,"while this is true , the number of abortions at or after 21 weeks is not insignificant according to the guttemacher institute , 1 2 of abortions occur at or after 21 weeks that translates into about 15 , 480 abortions this thread , of course , is talking specifically about those 15 , 480 abortions",abortion,1
1405@1,"if you 've noticed , i never point out the flaws in evolution to make creationism true",but that is your goal whether you want to admit it or not and that is your sole way of defending creationism as you have admitted you cannot argue creationism based on its own merits creationism is wrong independent of evolution even if you somehow manage to disprove evolution \( along with every science \) you still have to even take a single step towards proving creationism,evolution,0
1405@4,"the study did n't address causes , and only noted the correlation , but the lead doctor did speculate that it may have something to do with hormonal changes that need to run to completion","how strange that so much depends on the first pregnancy , and not the others",abortion,1
1406@0,"more massive assumptions that are based in nothing more than unprovable so called science the chimpanzee shares 98 of the dna of humans yet they are demonstrably a lower animal with nothing in common to humanity creatively or intellectually they have no imagination or sense of reason that allows them to create as we do so easily after millions of years of so called evolution they are still monkeys and science is impressed that they have learned to use a stick to reach into an ant hill what they ignore is that they learned to do that a thousand generations ago nothing new since then though where as humanity has built up the world and conquered the air , sea and space in that time","well , at least chimps have accomplished more than creationists ! btw , chimps are n't monkeys i'm not so sure about creationists , as they say they have n't evolved",evolution,0
1406@1,"\( oh , and i see you 're still equating atheist with anyone who does n't believe as i do \)",and i see you still flip back and fourth from being an atheist to not being an atheist,evolution,0
1406@2,"of course it is now shown that variation is not necessarily random and maybe not random at all so since variation is not random , then all animals of a given population will change at the same time from the same enviornmental cues","first maybe not random at all next so since variation is not random one error found conclusion all members of a population will change at the same time two errors found environmental cues will not cause a specific change selective pressures , on the other hand , will support a specific change \( or multiple changes \)",evolution,0
1406@5,"but that 's the thing about the bible , is n't it \? we can pretty much translate it anyway we want we can pretty much make our own conclusions based on our individual life experiences , our own mindsets , our own degree of objectivity and whatever translation we happen to be reading at the time","you are exactly right and i believe that is gods intent when it comes right down to it , each person must make his peace with god it is our responsibility and our right as individuals we have the freedom to choose it is our god given right to decide what we will do with god and christ",evolution,1
1406@6,"not just a new function , an irreducibly complex new function b significantly , when hall looked at the control regions of the mutant replacement gene , he found that they had been mutated as well some of them were now switched on all the time , but a few of them responded directly to lactose , switching the gene on and off as needed","so now the definition of evolution is 'pre existing genes switching on and off as needed for various environments \? ' it is these kinds of articles that are so transparently silly that really irritate me an evolutionary mutation of a gene is a new and useful gene that never b4 existed , bring new body structures and functions that never b4 existed switching genes on and off is why built in redundancy has generated such a wide variety of creatures in such a wide variety of environments there has never been 1 example of a newly created gene that provided a new beneficial function based entirely on new information forming on the gene the mutations are always a net loss of information and as the genetic load continues eventually all life will morphidite and die out the propaganda of the antibiotic resistant superbugs was the biggest bunch of lieing nonsense of its time there are still people who believe that too they do n't think they believe",evolution,0
1407@0,"i personally am astounded at the overreaction of the government in response to a handfull of shootings in no sending in the army in full force , confiscating guns and talking about an 'insurgency' just because of a couple of crackpots have been firing their guns on an average day in new york there are 10 times as many reports of shootings , yet i do n't see such a massive military response over there","well , if they 've re established control in new orleans \( and it seems they have \) , then taking a gun away from someone carrying it on the street would be what the police normally do in any city if they were taking it away from peoples' homes , and not letting them keep them , that would be over and above what they normally do \( i'm very pro 2nd amendment , so do n't get me wrong here i'm just pointing out that taking guns away from people happens in every city every day \) i also think that it 's kind of disingenuous to complain about the military coming in just a week ago everyone was criticizing the govt for not sending in the military now people are criticizing them for doing it \? \? \?",gun control,0
1407@1,"no he is saying that for a person to not look like a complete disgusting hypocrite while arguing against gay marriage on the basis of defending traditional \( tm \) marriage , that person must not engage in behaviours diametrically opposed to said traditional \( tm \) marriage the strawman you are attempting to construct is just that a strawman as to the majority of americans are against gay marriage , who really gives a flying \? the majority of americans thought that slavery was acceptable , that blacks and whites should n't marry , that seperate but equal policies were acceptable \( and equal \) , that women should not have equal rights as men , that discrimination on the basis of gender , race , etc was acceptable , and on and on the majority of americans have been for a whole lot of pretty ing stupid things your argument is n't helped whatsoever with your appeal to majority","well said , sp",gay marriage,1
1407@2,"hahahahahah that place is holy water to vampires arch and cash will never post there arch and cash arguing honest arguments where they ca n't threaten eternal damnation , call people liars and insult them as the basis of their arguments \? never going to happen","typical little child , all he can offer is condescending insults while never daring to refute the arguments made but you 're in good company as that is all your cohorts can do also you must reject and denigrate that which is just as reasonable an explanation of the available evidence as your side offers that 's why it 's a waste of time going around in circles with you guys but i 've made my point again , what is shown very clearly from all of these scientific interpretation of the same evidence is that there are two ways to interpret it but for you evos to claim victory based on your interpretation which is as biased as ours is , is the epitome of arrogance we may have to agree to disagree peeling , but do n't you dare just assume you 're right and the debate is over because you have proven nothing absolutely",evolution,0
