qrID,quoteText,responseText,topic,emotion_fact
1064@3,so you 're accusing me of the thing that your most guilty of \? as i remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling and are n't you interested in the truth why is n't whether jefferson said it or not important \?,timbo timbo timbo this is the internet it ca n't hurt you why do n't you drop the venom i do n't know what a viscious personal attack is i have only retaliated in kind you seem incapable of fostering your own thoughts and can only critisize others i know where most people stand on these boards but you like a typical lunatic fringe liberal keep your agenda under wraps,gun control,0
1064@4,"sport , if life forms including bacteria are 'intelligent and dynamic' , why does genetic engineering work \? why do n't these 'intelligent and dynamic' bacteria reject or ignore the foreign dna and go on working as before \?","duh ! ! if someone slipped lsd into water , would you just ignore it and go on working as before \? what if you slipped and broke your leg , would you just ignore it and \? nobody is claiming that biosystems are utterly spiritual and ethereal , for cripe 's sake ! get real",evolution,0
1064@5,usually if you speak to a christian on subjects surrounding creation they come up with there are many theories if they were challenged to come up with 1 scientist who believed that humans do not share common ancestry with apes behe would have been possibly the weak link if even he believes in common ancestry do the creationists have a leg to stand on \? \( not that lack of credibility seems to be a barrier to them \),it 's not a difficult challange http www answersingenesis org home os default asp,evolution,1
1064@6,"the bible is a contradiction of itself , on many matters i should think abelard 's sic et non would have proven that there are also clear discrepancies between old and new testaments","nope no contradiction from old to new deut 20 1 when you go out to battle against your enemies , and see horses and chariots , a people more than you , you shall not be afraid of them for jehovah your god is with you , who brought you up out of the land of egypt 2 and it shall be , when you draw near to battle , the priest shall come and speak to the people , 3 and say to them hear , israel , you are drawing near today to battle against your enemies do not let your heart be faint do not fear nor tremble , nor be terrified before their faces 4 for jehovah your god is he who is going before you , to fight for you with your enemies , to save you 5 and the officers shall speak to the people , saying , who is the man that has built a new house , and has not dedicated it \? let him go and return to his house , that he not die in battle and another man dedicate it 6 and who is the man that has planted a vineyard , and has not used its fruit \? let him go and return to his house , that he not die in battle , and another man use its fruit 7 and who is the man who has betrothed a woman , and has not taken her \? let him go and return to his house , that he not die in the battle , and another man take her 8 and the officers shall speak further to the people , and say , who is the man who is afraid , and faint of heart \? let him go and return to his house then the heart of his brothers will not melt like his heart 9 and it shall be , when the officers have finished speaking to the people , commanders of the armies shall be appointed at the head of the people 10 when you come near a city to fight against it , then call to it for peace 11 and it shall be , if it answers peace to you , and shall open to you , then it shall be that all the people found in it shall be forced laborers for you , and shall serve you 12 and if it shall not make peace with you , and shall make war with you , then you shall lay siege against it 13 and jehovah your god shall give it into your hand and you shall strike every male of it by the mouth of the sword 14 only , the women , and the little ones , and the livestock , and all in the city , all its plunder , you shall seize for yourself and you shall eat the plunder of your enemies which jehovah your god has given to you 15 so you shall do to all the cities very far away from you , which are not of the cities of these nations 16 but of the cities of these peoples which jehovah your god is giving to you as an inheritance , you shall not keep alive any that breathes 17 but you shall utterly destroy them the hittites , and the amorites , the canaanites , and the perizzites , the hivites , and the jebusites , as jehovah your god has commanded you 18 so that they may not teach you to do according to all their filthy deeds which they have done for their gods and you would sin against jehovah your god 19 when you shall lay siege to a city many days , to fight against it , to capture it , you shall not destroy its trees in order to force an axe against them for you shall eat of them , and you shall not cut them down , for is the tree of the field a man that it should be used by you to lay siege \? 20 only the tree which you know not to be a fruit tree , you may destroy it , and may cut it down , and may build a bulwark against the city making war with you , until you have subdued it",gun control,1
1065@0,the information added is about how to survive changed circumstances,"ah ha ! someone who understands the application of information theory to biological organisms by the biological specific definition of information , the genome of any organism is information about the environment in which it lives",evolution,1
1065@3,"unknown criteia \? \( 1 \) the term international terrorism means activities that \( a \) involve violent acts or acts dangerous to human life that are a violation of the criminal laws of the united states or of any state , or that would be a criminal violation if committed within the jurisdiction of the united states or of any state \( b \) appear to be intended \( i \) to intimidate or coerce a civilian population \( ii \) to influence the policy of a government by intimidation or coercion or \( iii \) to affect the conduct of a government by mass destruction , assassination , or kidnapping and \( c \) occur primarily outside the territorial jurisdiction of the united states , or transcend national boundaries in terms of the means by which they are accomplished , the persons they appear intended to intimidate or coerce , or the locale in which their perpetrators operate or seek asylum \( 2 \) the term national of the united states has the meaning given such term in section 101 \( a \) \( 22 \) of the immigration and nationality act \( 3 \) the term person means any individual or entity capable of holding a legal or beneficial interest in property \( 4 \) the term act of war means any act occurring in the course of \( a \) declared war \( b \) armed conflict , whether or not war has been declared , between two or more nations or \( c \) armed conflict between military forces of any origin and \( 5 \) the term domestic terrorism means activities that \( a \) involve acts dangerous to human life that are a violation of the criminal laws of the united states or of any state \( b \) appear to be intended \( i \) to intimidate or coerce a civilian population \( ii \) to influence the policy of a government by intimidation or coercion or \( iii \) to affect the conduct of a government by mass destruction , assassination , or kidnapping and \( c \) occur primarily within the territorial jurisdiction of the united states",ted kennedy was on the no fly list or in other words a terrorist how he got there was not known it took him with all the weight he had a struggle to get off weasel hole out of that,gun control,1
1065@4,if you keep it,yep,abortion,0
1065@5,these 3 video 's are part of a very very bold program that laid the whole gun control issue on the line absolutly remarkable ! should be required viewing because no matter which side you are one it makes you think please watch all 3 before commenting enjoy ! part 1 http www youtube com watch \? v kwete elated amp search part 2 http www youtube com watch \? v po8yw elated amp search part 3 http www youtube com watch \? v pseju550xmw,what do you find so remarkable about them \? do you just like hearing the f word \?,gun control,0
1065@6,and there is nothing surprising about my being able to think for myself and reject the religion of evolution both evolution and creation must be taken by faith,"make up your mind above you were claiming that there is evidence of your god and now you are claiming that it is a matter of faith my faith is something different from evolution i take nothing in science by faith science is based on empirical evidence that means the i can quantify it in some way of course , if there is empirical evidence for your god , then your god is not supernatural but just another part of the universe but is n't it funny that you creationists always think that the worst insult you can throw at science is to call it faith \? sadly , you are unable to reject the dogma of the mythology of ancient , nomadic herdsmen to assert that as science is certainly not thinking for oneself",evolution,1
1066@0,"1 how are we now able to observe evolution , when the evolution of the world supposely took billions of years \?","we can geological fossils of severial species , along with observations of specific species in isolated areas",evolution,1
1066@1,how many times have you spammed that argument super \? 10 \? 15 \? 20 times \? cb102 mutations adding information cb101 2 mutations and new features,of those add new body parts except for this one evolution of multicellularity in a unicellular green alga \( boraas 1983 boraas et al 1998 \) which is n't even a result of mutation http www the scientist com news print 53261 micrornas found in unicellular alga got anything else \?,evolution,1
1066@2,"i 'll let you make the first move after all , it wo n't be any fun unless i see one or two responses i'm not really expecting many more","the likely flaw of this argument is defining communism communism as defined by marx and engel has never been implemented furthermore , communism as defined by marx and engel is democracy often people either forget that or have no idea what communism is historically , communist supporting ideology candidates that have won democratic elections have been removed by force \( or attempted \) by western powers chile , nicaragua , guatemala , several african nations including mozambique , the list is actually quite long",evolution,1
1066@4,"and if you 've ever read any of the speeches by pp 's founder , you 'd also know that every child should be a white child , too she was an extreme racist and started pp as a means of stopping the increasing number of poor blacks there was no altruism involved in pp 's birth",and \? what relevance does this have to pp today \?,abortion,0
1066@5,"i am curious however , why you 're now saying that you are arguing that a tautology is a tautology \? it seems misleading the way you try to broaden the tautology of one phrase , to all of evolution , as seen in your statement evolution contains tautology",not at all the theory of evolution contains many many things,evolution,1
1066@6,"all right brady , we will tie 3 4ths of his brain behind his back and stay out of it like those odds \?",what 's that smell \? did someone leave the bathroom door open \?,gun control,0
1067@3,"this right of privacy , whether it be founded in the fourteenth amendment 's concept of personal liberty and restrictions upon state action , as we feel it is , or , as the district court determined , in the ninth amendment 's reservation of rights to the people , is broad enough to encompass a woman 's decision whether or not to terminate her pregnancy","so , the supreme court rested its decision not on the 9th amendment as the district court had done , but chose instead to base it on the 14th amendment",abortion,1
1067@4,"you 're an atheist , are n't you \?",of course,evolution,1
1068@0,http www straight talk net evolution explosion htm,"out of curiosity , are you aware that that page is from a young earth creationist site \? the material it presents is outdated , wrong , and or has been distorted by them , in order to fit into their fundamentalist , religious worldview",evolution,1
1068@1,police hunt armed bandits targeting gun stashes in homes melbourne australia,so much for lists of registration and safe storage same thing happened when hitler took over a country and got hold of all the lists they were especially interested in the gun lists and radio lists,gun control,1
1068@2,"crime has been dropping nationwide in recent years whoopdee do there are some interesting statistics at http www ncpa org pub st st176 s176c html for example face it gun control is nonsensical nobody has ever managed to show any benifit from it at best , it has no effect on crime and at worst it increases it","so it 's just a coincidence that nations that ban guns like england have much lower levels of gun violence and murder than the us \? that 's kind of hard to believe nyc was so effective in reducing crime that the mayor of nyc was invited to mexico city to help them reduce crime there so i do n't think the possibility that gun control has been effective in cities like nyc can be ruled out you may be confusing cause and effect you would n't walk into a hospital and declare that because there are a lot of sick people in a hospital that hospitals do n't help people get better that website starts off with the rumor that there are over 20 , 000 gun laws although this claim has been repeated numerous times by anti gun control activists , has anybody been able to verify this claim \? a recent study that counted the number of gun laws found only 300 relevant federal and state laws regarding the manufacture , design , sale , purchase , or possession of guns http releases usnewswire com getrelease asp \? id 12007 another reason not to put too must trust in biased websites that cherry pick the facts",gun control,1
1068@4,"if this was on indian property , the federal gun control laws do n't apply anyway","so if the laws did n't apply here because of it being a reservation , stricter laws would not change anything \( unless ammended to apply \) but even so , the killer would still have gotten the guns because the person he got them from had the right and duty to have them",gun control,1
1068@6,what you \( creationists \) do n't seem to know is that many anthropologists are christians i know quite a few,but they ca n't be true christians if they accept evolution,evolution,0
1069@0,"that 's a pretty inane interpretation by that logic , if we have a multi billion dollar church , it could conceivably spend millions on political activism but if a church only took in about twice of that same millions , the other church would be declared as violating \?","actually its a pretty accurate interpretation take for instance the money spent by the catholic church promoting abortion restrictions , yet their tax exempt status has never seriously been called into question , that i know of the fact of the matter is a couple hundred g 's is a drop in the bucket for an organization the size of the lds church , so proving that it is a substantial portion of their activities under section 501 would be difficult at best",gay marriage,1
1069@1,did n't realise we were still on the idea of a total world wide flood with the whole earth being totally flooded,"well that is a problem for the ardent creationist is n't it \? or for any christian the bible says that god cannot lie tts 1 2 in hope of eternal life , which god , that cannot lie , promised before the world began num 23 19 god is not a man , that he should lie neither the son of man , that he should repent hath he said , and shall he not do it \? or hath he spoken , and shall he not make it good \? you see the bible says that god promises never to send a flood to destroy the whole earth again gen 9 15 and i will remember my covenant , which is between me and you and every living creature of all flesh and the waters shall no more become a flood to destroy all flesh if the flood were a local flood , as some say , then god is a liar there have been many local floods througout history if god is a liar , then the bible is not the word of god and cannot be trusted consider this excercise in logic if god is who he says he is in the bible , and his very voice created the universe , then can god lie \? if light did n't exist , and then god said let there be light and light then existed if there is that sort of creative power in the word of god can god lie \? imagine if you had that kind of power in your voice whatever you said became true for all eternity if you contradicted yourself , one reality would be destroyed for another , would n't it \? if god said let there be light , and there was light where light had not been before , then what would happen if god were to lie about the earth \? would n't the former be destroyed and the new become reality \? in the bible , jesus says i am the way , the truth , and the light how can someone be the truth , unless they are a god with the power of creation in their voice you see , if any part of the bible is a lie , then the whole idea of god and jesus comes crumbling down like a house of cards",evolution,1
1069@2,"it 's not a loophole if the gay partner has no legal standing as far as the employer is concerned , the partner is a non issue now , if you could prove that an employer did n't hire you because you were gay , that 'd be a whole different ballgame","well earlier you seemed interested in the idea that a loophole might exist that allowed people to avoid taxes in this case i was only suggesting that a loophole could exist which allows companies to save money by hiring gay people instead of straight people in order to cut health insurance costs as i said , it is n't really a strong argument , but maybe an interesting one",gay marriage,1
1069@3,science has now quantitated that a genetic mutation of as little as 1 billionth \( 0 0000001 \) of an animal 's genome is completely fatal,"bull xxxx best i can tell , our creationist is confusing can with certainly will in certain cases , a specific single nucleotide change can be lethal , but that 's not at all what the creationist is claiming although this is an imperfect analogy , to see the general flaw in his logic , consider this statement science has now shown that being in a car accident is completely fatal",evolution,1
1070@0,"evolution , darwinian naturalism whatever you want to call it with all it 's fascistic leverage to create an environment of global acceptance is loosing the intellectual argument because as microbiology develops it is discovering more and more information at the sub cellular level these cells cannot be anything or produce anything other than what they are in other words includes only the information to reproduce itself , ergo human skin dna cannot morph into liver dna , so no fish forming legs , no apes flying planes or creating higher order intelligence the whole of evolution is based on chance , chance as causality that 's it a cosmological roll of the dice with impossibility preempting the whole argument but is suppressed fully knowing that chance in itself is not agency there is no causality in chance , chance is a byproduct of an event therefore cannot effect anything , so the equation would look something like chance any amount of time nothing , therefore evolution or any of its pseudo intellectual ilk are simply impossible","so where does cancer come from \? is n't that 'cells producing something other than what they are' \? come to that given that all humans start out as a single cell , that 's definitely false",evolution,1
1071@1,you should check the dates on the posts you reply to that one is almost 10 months old,"i know , i just could n't resist lol it was more for me than anyone else",existence of God,0
1071@2,what is conveniently missing from your response \? an explanation of why a limit on the number of guns that can be purchased during a certain time period is not a law which imposes conditions and qualifications on the commercial sale of arms per heller,"and you 've failed to explain exactly how heller was a blank check endorsement on schemes such as gun rationing explain exactly how the judges ruling that the second amendment is truly an individual right , how dc 's ban on handgun ownership and their trigger lock requirements being unconstitutional , would in any way suggest that one gun a month laws pass constitutional muster furthermore how to you reconcile the effects of gun rationing , with the fact that such laws make it absolutely impossible to catch gun traffickers in the act \? give us some straight answers or leave the debate !",gun control,1
1071@3,"it 's what i mean when i say that when church and state are separated , atheism and state are combined","incredibly enough , ignoring my rebuttal does n't make you right",evolution,0
1071@6,"just for fun , some recent research http www cbc ca health story 2007 endix use html",and your point is \?,evolution,0
1072@1,"you do realize that a militia is nothing more than a group of armed citizens , do you \?","the militia of the second amendment is a militia that is described as being well regulated \( regulated by both the federal government and the states as spoken of in article 1 of the constitution \) in our own day , i think the national guard would be the only militia that qualifies as being well regulated alexander hamilton spoke of the desirability of the militia being well regulated it requires no skill in the science of war to discern that uniformity in the organization and discipline of the militia would be attended with the most beneficial effects , whenever they were called into service for the public defense it would enable them to discharge the duties of the camp and of the field with mutual intelligence and concert an advantage of peculiar moment in the operations of an army and it would fit them much sooner to acquire the degree of proficiency in military functions which would be essential to their usefulness this desirable uniformity can only be accomplished by confiding the regulation of the militia to the direction of the national authority it is , therefore , with the most evident propriety , that the plan of the convention proposes to empower the union to provide for organizing , arming , and disciplining the militia , and for governing such part of them as may be employed in the service of the united states , reserving to the states respectively the appointment of the officers , and the authority of training the militia according to the discipline prescribed by congress the federalist papers thomas \( library of congress \) we could go back to the days when most citizens were required to enroll in the militia , have guns and get military training to what the founders really meant when they spoke of a well regulated militia being the security of a free state but the supreme court along with pro gun activists claiming to be pro second amendment have decided to turn their back on that part of the second amendment while giving the lip service to the idea of a militia",gun control,1
1072@2,"however , a better set of inequalities is as follows c e c e e c e c","oops , i think you made a mistake here on the second one this is the correct inequality based off of my original equation e c e c so , start over again",evolution,1
1072@3,"ummm , no how could i possibly be forcing my beliefs on you when my view is for each person to have a choice your view is to force society to do away with all abortions","your view of choice is your belief i do n't believe that a pregnant woman or anyone else should be able to choose for the child that child does not have a choice choosing to kill someone is a choice , but it is not a choice that should be legal therefore , you are forcing your view of choice on me by making abortion \( murder \) illegal",abortion,0
1072@6,radioisotope dating is done on the rocks that fossils are found in,"actually , the dating is done on layers above and below the rock in which fossils are found you see , generally fossils are found in some sort of sedimentary rock and sedimentary rock cannot be dated but a layer of volcanic ash above and below the fossil can be dated and thus give a date within a range",evolution,1
1073@0,"so stupendously unlikely is the perfect mutation at the perfect time that calculating the odds against it taking place even once exceeds our imaginative capacity it is , in fact , a miracle now multiply this improbability for all the useful traits belonging to more than fifty million life forms , and you see just how profoundly and irredeemably implausible neo darwinism really is",and yet here we are and neo darwinism continues to have empirical support right and left with no sign of it being falsified in sight as of yet why might that be \? and you bertvan do not exist since you are so highly improbable therefore i can safely assume that your post above just happened without your existense,evolution,1
1073@1,again you show that you 're more attuned to atheistic philosophy than scriptural realities,"yeah , all the theologians who 've puzzled over this problem for centuries have just been bad christians in the clutches of atheists sigh",existence of God,0
1073@3,"a woman 's right to choose to keep her legs together is not in any way abridged by this bill ho , ho , f ing ho","your mama , your wife , your sista , mista",abortion,0
1073@4,"since i do n't believe believe that everything had a common ancestor , a rock , i consider all ancient reptiles dinosaurs if that is incorrect in your book so be it we are not debating the definition of dinosaurs","so there are ancient extinct reptiles to you \? these things indeed existed on earth right \? in the creationist framework , when were these things on the earth \? 5000 years ago \? before the flood , after the flood \? did noah have dinosaurs \( sorry , ancient extinct reptiles \) on the ark \?",evolution,1
1073@5,they say that members within the same species are in competition with each other,they are those that survive better reproduce more members of a species can die if other members have better food light attention camaflouge,evolution,1
1073@6,bonus question we do n't know we credit homer for the silly reason that a blind guy telling epic stories makes for good imagery the stories were likely oral traditions passed along and embellished repeatedly,"to expound on my last post and yet this is taken to be fact unanimously in our history books funny how easy this book gets a pass if we think it 's homer then for this book , that 's good enough but not so with the bible there can be absolutely no kernel of uncertainty , which in ancient texts , ambiguity is unavoidable in regards to who wrote these books , the best evidence we have leads to homer therefore , we decide it is almost certainly homer who is the author this is undisputed however , in regards to the bible , skeptics overturn the use of occam 's razor and require more than adequate proof of the bible 's claims even though the bible is the most heavily documented writing of its day , still skeptics require more in order to believe the gospels are actually true double standard much \?",existence of God,1
1074@1,you got numbers \? i'm curious,"there is the ever popular smartest state report that places kansas at 15 in the nation it can be found at http www morganquitno com edrank htm a lot of kansas educators take exception to that report because it factors in things that may not be related for example , kansas kids score in the top 5 states in all testing categories , but , we score 38th in spending per pupil we score poorly in teacher salaries \( 28 \) , and do not have teachers on our school boards \( conflict of interest \) all those factors count against us , as well as several others then you have new jersey and vermont , where the kids apparently ca n't take a test , and where their average sat scores may be confused with a shoe size , and they score in the top 5 because they spend a lot more than kansas a lot of people argue that they penalize states for efficiency in their education system if you want the most comprehensive report out there , go to www alec org and request a copy of their report card for education i think it is free , and it breaks down the states by several categories it is what i always used to figure out how good a job our system was doing",evolution,1
1074@2,is it productive to debate something that you do n't understand the concepts of when it 's a fairly involved theory based on scientific evidence \?,is it productive an exericee to make such generalisations which are in effect a product of a priori notions that anyone who is religious is irrational anyway \?,evolution,0
1074@4,"citizens would need to have machine guns , bazookas , shoulder launched missiles , tanks , blackhawk helicopters ,","i agree , for the most part once you get to tanks and helicopters though \? too big , too easy a target for a tyrannical regime do you see the iraqis and afghanis using tanks and helicopters \? i'm sure they could get them if they really wanted , but they 're useless against a government that invests in satellite technology and bombers better to stick with the rocket launchers and mines",gun control,0
1074@6,"which is why it is futile to experiment on individual genes , right \?","well considering heredity does not lie reside in our genes , but in the way our genome reacts with the environment , \( including induced thoughts , beliefs , feelings , sensations , cultural traditions , internal and external contexts , etc \) then it pretty much is when it comes to heredity",evolution,1
1076@2,so you support the idea of the government forcing or endorsing families that raise their children the right way \? and who gets to define that right way \?,i know i am raising my away as far away from the right way as possible get it \? wuka wuka wuka,gay marriage,0
1076@4,wrong it is a precision machine designed to kill effectively it can be operated by other than human means,now you 're claiming that a gun is a precision machine before you 've claimed that the guns you classify as assault weapons are inaccurate and designed for be fired from the hip which is it \?,gun control,1
1076@5,i never said that the majority of gun owners are racist if you think that being compared to gay rights activists is somehow demonizing you then perhaps that shows how you feel about gay people the issue is conservatives using liberal tactics to advance a conservative agenda,"hahahahahahahahaha ! rotflmao you just committed suicide , ugh , gory !",gun control,0
1076@6,you have made yourself a fool with nothing but names and insults,"let me make your accusations correct now , after that , for once you 're telling the truth",existence of God,0
1077@1,"you can ignore the obvious question this is what i find most evolutionists do , they ignore other branches of science that militate against their belief system , and legitimate questions raised by others are dismissed as being ignorant , or worse religious",actually what they are really doing is ignoring silly irrelevent questions from clueless people with a religious agenda to promote,evolution,0
1077@2,"the old school creationists seem to be taking a new tact of proclaiming evolution to be a religion rather than true science i do n't think this approach is all that new , but i have to admit that i have n't been around as many of the old school creationists","i 've been around the creationist science discussions for a number of years , about 20 or so the you believe in evolution argument has been around for at least that long in my experience it has been a waste of breath to try to convince creationists that i do n't believe in evolution any more than they do as i recall , the argument was even presented in a court case back in the late 60s , or maybe it was the early 80s i could be wrong i 'll have to check on that",evolution,0
1077@3,"true , but as lurch corrected me before it is the theory of evolution",and i'm going to correct you again the theory of evolution is by no means an extreme view it is the prevailing view more than 99 of biologists accept the theory of evolution as the best explanation for the observations,evolution,1
1077@4,"are these anti abortion people going to step in and pay for the cost of having the baby , raising it , etc \? \? \?",would you ask the same of an environmentalist \? would you ask him to pay for buying the all of the rainforests he hopes to save \? the scientific research \? etc would you ask this of any other cause except the abortion one \? this is faulty reasoning no one who supports any cause is expected to pay for the entirety of that cause but anti abortionists do pay for quite a bit in this regard there are help centers all over the nation have n't you seen the signs \? call if you are pregnant and in need of assistance,abortion,0
1077@5,"corrected above , thank you , minus the insult that followed it still stands however as a rational rebuttal",it was n't meant as an insult just a statement of fact i likely have as many or more inadequacies than do you,existence of God,0
1077@6,"ah , but then , it might not have been homer but then again , whether it was homer or someone else , is n't earth shattering",it does n't matter if it 's 'earth shattering' or not by admitting that we hold different standards for the bible proves my entire point hypocrisy on the part of skeptics,existence of God,0
1078@0,i guess passing new health care legislation in an effort to help out millions of uninsured people must be the greater offense as long as the government uses its money to kill people rather than help people then it must be okay,"so you bought the lie can you even show me one federal government promise that has n't been broken , turned into a scam , robbed then the blank securities sold off as a grab for more stolen monies \? h e double l , they ca n't fulfill the promises from the last health care scam and promises to fund social security and medicare and medicaid but you buy the new promise sight unseen with anticipation and hope \? the silent entitlements monster social security , medicare and interest on the debt will gobble up every single tax dollar by 2020 with promises come responsibility to the taxpayer and receipient pure socialism has never survived and never will it is the nature of the beast what do you think all these folks are going to do when they find a massive new program that gobbles up their taxes and defaults on the first ss program \? bring back the guillotines ! ! ! ! ! ! ! ! ! ! most folks can identify armed robbery but obviously you ca n't meanwhile , back at the drmo , the second attempt to destroy brass and shred it for a fraction of the price to keep reloading companies from bidding on it at a higher price is underway our elected perps are selling out again to a foreign drummer used to , higher prices for brass and copper meant one of two things , a war or a period of economic expansion when government tightens ammunition supply it is not a good sign for the subjects reflect on that and imagine how the retired folks will react to unfullfilled lies and outright deceit when the promise and contract is broken keep imagining you are going to get free health care when the government defaults on the long term promise of retirement try to buy the lie and sell the fact you lose again",gun control,1
1078@1,"does that make rational sense to you \? just look at the egyptian embalming methods for preserving the pharaohs they are still a marvel to modern scientists yet they are nothing more than frail shells no more solid than the texture of a bees nest after a short 3000 to 4000 years in a dry and sealed sarcophagus yet bones fossils buried in the earth with the upheavals , alkalis and acids in the earth in addition to the weather have survived over 60 million years \? you must ask yourself if sciences explanations pass the smell test in the realm of common sense and that decision is yours alone","perhaps you should go get a bit of education on the subject bud embalming is not fossilization , nor are they comparable",evolution,1
1078@3,"the laws of physics do n't preclude neural activity impacting physical reality , they require that it take place via a physical mechanism eg positive thinking may improves serotonin levels and consequently white blood cell production , or some other mechanic","so what about the idea , though , that if i move into a new location and my subconscious mind generates a new physical trait to adapt me to the situation in this way my mere thoughts \( non physical \) would be creating a new physical body aka , getting something from nothing pulling a rabbit out of a hat \( i can show you numerous examples of this in the animal kindom if you wish \) also , what about non locality i could post some some weird stuff from physics any of that count \? i'm trying to pin down what is considered miracle and why does god have to be involved in a miracle anyway \? what if i were to believe that since humans were created in the image of god that we are all capable \( or at least have the capacity \) of performing our own miracles \? o , ye of little faith jesus",evolution,0
1078@5,the theory of evolution is not in jeopardy unless we start burning books and outlawing its teaching,"i would like to propose reasons that the theory of evolution is in jeopardy first , you must realize that evolution is still a theory otherwise it would be called the law of evolution we have the laws of physics , the laws of chemistry , the laws of mathematics , the laws of thermodynamics these are all proved and documented and provide the basis of all our technology they are true and wholeheartedly accepted by everyone they are the laws of the universe for evolution to become a law , it must fall in line with the other laws there can be no contradictions the truth must be the truth the second law of thermodynamics states that entropy must remain the same or increase entropy is the tendency toward chaos increasing entropy means increasing chaos the universe is winding down on an irreversible path every process that takes place in nature , whether mechanical , electrical , chemical , or biological is winding down , becoming more chaotic all processes will finally cease , and the universe will stop that is a scientific fact if the universe is running down , becoming more chaotic all the time , how is it possible for any material to suddenly become more orderly , more organized , more complex scientists say , that random encounters of atoms , molecules , joining and splitting , eventually create order i'm sorry , that 's in direct contradiction to the second law it would also violate the statisically probability of such an occurrence even over billions of years , especially in light of the complexity of organized biological systems and processes which brings me to the second reason that evolution is in jeopardy there is a huge difference between living and non living things there is a gigantic leap forward required to produce even a single celled amoeba from a goo that contains all the elements required to make an amoeba the goo is total chaos the amoeba is a highly organized and complex living creature the odds of random mixing by weather , earthquake , etc that would produce an amoeba would be one in a billion billion billion it 's not going to happen thirdly , look at dna scientists are mapping the human genome , the very basis of life itself what are they finding \? recorded information that literally contains the blueprint of a human being information so complex and so vast that it is taking literally years to decipher and every bit of the human body carries dna theorically , it is possible to take this blueprint and create a whole new human how can a living creature so complex be an accident of nature \? fourth , how do you explain human consciousness \? how does this highly complex body of flesh and blood with its organic brain have the ability to not only be aware of the world , but also be aware of himself as a unique person \? there is no biological or medical reason determined so far , despite decades of study what freak accident could possibly have occurred to give the first descendant of apes the first spark of awareness \?",evolution,1
1078@6,"depends on which cell you mean mammalian red blood cells , for example , have had their entire nuclei and mitochondria removed not so much as a smidgeon of dna",and \? \? \? \? \? \? that did n't answer my question,evolution,0
1079@0,"this yet to be named new view ,","if it is that new , then it is not universally accepted \( even within biologists \)",evolution,1
1079@2,and why is that \?,because a large portion of people in jail now are there on drug related charges,marijuana legalization,1
1079@3,"mean while , california , is outlawing mail order ammunition purchases , allowing only 50 rounds at any one sale , and requiring a finger print at point of sale","oh yeah , like that has n't been tried before sarcasm it darn sure is n't about crime control no doubt some nefarious excuse to farther control the people and attempt to charge user fees to discourage a right no doubt sinjin will approve so they can match fingerprints and type of ammo to the dros registration file \?",gun control,0
1080@0,"ameba via mutations regardless of the fact that mutations are highly detrimental were too stupid to realize that the human genome , with over 2 billion base pairs and 400 bazillion ciruits in the brain could come together by chance mutation",you forgot selection selection is the opposite of chance,evolution,1
1080@2,"the article was somewhat contradictory as well , condemning the court for violating their own precedent \( in roe , the court for the first time considered liberty to be a psychological , sociological , and economic expression \) , while earlier they condemned precedent \( mere precedent is a dangerous source of author i ty , and should not be regarded as deciding questions of constitutional power except where the acquiescence of the people and the states can be considered well settled \) the articles main point , that the enumeration in the constitution of certain rights , shall not be construed to deny or disparage othe r s retained by the people negates roe v wade is erroneous , since the fetus has not been born and the courts could find no precedent where the constitution applied pre natally",but the court went further than necessary they set the point at which states could legally impose restrictions on abortion negating many state statutes in the process and establishing the right to abortion on demand at any time that was an exercise in judicial activism they took statures that existed in many states and arbitrarily determined at what point they could be applied it 's not the court 's function to legislate from the bench it is up to the states and federal legislatures to determine at what point the fetus' rights are protected,abortion,1
1080@3,"bill lets public use lethal force on intruders irish examiner finally some common sense is coming to ireland now the criminals are going to be behind the 8 ball rather than the homeowners the irish will soon have the ability to beat a home invader into unconsciousness with a bat , hunk of pipe or any other implement , if they catch them in the process of stealing their tv and the burglar wo n't be able to do a damn thing about it that 's how civilized society is supposed to work the castle doctrine is spreading out from america to other nations , and it 's about damn time",you think someone deserves to be beaten into unconsciousness with a bat for trying to steal a tv \?,gun control,0
1080@6,"i never considered dna to be junk i was using that term , junk dna from what i had read in various 'scientific' literature","cite me one the only time i see junk dna in the literature , there 's quote marks around it we call it non coding dna barbarian observes that happens , too for example , our gene for vitamin c is broken and no longer works",evolution,1
1081@1,"the only case that i know of in which a court has ruled that the second amendment is an individual right is us vs emerson on the other hand , i know of more than thirty cases in which the courts have supported the militia interpretation of the second amendment","exactly moreover , in emerson the discussion of the 2nd am is dicta \( arguments not pertinent to the verdict \) so it is not a binding precedent even for the courts in the same circuit a question for the original intent crowd what did the founding fathers intend with the misplaced comma in the 2nd amendment \?",gun control,1
